# r numerical exact
1.73593 0.305917 0.305933
1.73616 0.305888 0.305904
1.73638 0.305858 0.305875
1.73661 0.305829 0.305846
1.73683 0.3058 0.305817
1.73706 0.305771 0.305787
1.73728 0.305742 0.305758
1.73751 0.305712 0.305729
1.73773 0.305683 0.3057
1.73796 0.305654 0.305671
1.73818 0.305625 0.305641
1.73841 0.305595 0.305612
1.73863 0.305566 0.305583
1.73886 0.305537 0.305554
1.73908 0.305508 0.305524
1.73931 0.305478 0.305495
1.73954 0.305449 0.305466
1.73976 0.30542 0.305436
1.73999 0.30539 0.305407
1.74021 0.305361 0.305378
1.74044 0.305332 0.305348
1.74067 0.305302 0.305319
1.74089 0.305273 0.30529
1.74112 0.305244 0.30526
1.74134 0.305214 0.305231
1.74157 0.305185 0.305202
1.7418 0.305155 0.305172
1.74202 0.305126 0.305143
1.74225 0.305097 0.305113
1.74248 0.305067 0.305084
1.7427 0.305038 0.305054
1.74293 0.305008 0.305025
1.74315 0.304979 0.304995
1.74338 0.304949 0.304966
1.74361 0.30492 0.304937
1.74384 0.30489 0.304907
1.74406 0.304861 0.304878
1.74429 0.304831 0.304848
1.74452 0.304802 0.304818
1.74474 0.304772 0.304789
1.74497 0.304743 0.304759
1.7452 0.304713 0.30473
1.74542 0.304683 0.3047
1.74565 0.304654 0.304671
1.74588 0.304624 0.304641
1.74611 0.304595 0.304611
1.74633 0.304565 0.304582
1.74656 0.304535 0.304552
1.74679 0.304506 0.304523
1.74702 0.304476 0.304493
1.74725 0.304446 0.304463
1.74747 0.304417 0.304434
1.7477 0.304387 0.304404
1.74793 0.304357 0.304374
1.74816 0.304328 0.304345
1.74839 0.304298 0.304315
1.74861 0.304268 0.304285
1.74884 0.304238 0.304255
1.74907 0.304209 0.304226
1.7493 0.304179 0.304196
1.74953 0.304149 0.304166
1.74976 0.304119 0.304136
1.74998 0.30409 0.304107
1.75021 0.30406 0.304077
1.75044 0.30403 0.304047
1.75067 0.304 0.304017
1.7509 0.30397 0.303987
1.75113 0.303941 0.303957
1.75136 0.303911 0.303928
1.75159 0.303881 0.303898
1.75181 0.303851 0.303868
1.75204 0.303821 0.303838
1.75227 0.303791 0.303808
1.7525 0.303761 0.303778
1.75273 0.303731 0.303748
1.75296 0.303701 0.303718
1.75319 0.303671 0.303688
1.75342 0.303642 0.303658
1.75365 0.303612 0.303629
1.75388 0.303582 0.303599
1.75411 0.303552 0.303569
1.75434 0.303522 0.303539
1.75457 0.303492 0.303509
1.7548 0.303462 0.303479
1.75503 0.303432 0.303449
1.75526 0.303402 0.303419
1.75549 0.303371 0.303388
1.75572 0.303341 0.303358
1.75595 0.303311 0.303328
1.75618 0.303281 0.303298
1.75641 0.303251 0.303268
1.75664 0.303221 0.303238
1.75687 0.303191 0.303208
1.7571 0.303161 0.303178
1.75733 0.303131 0.303148
1.75756 0.303101 0.303118
1.75779 0.30307 0.303087
1.75802 0.30304 0.303057
1.75825 0.30301 0.303027
1.75849 0.30298 0.302997
1.75872 0.30295 0.302967
1.75895 0.302919 0.302937
1.75918 0.302889 0.302906
1.75941 0.302859 0.302876
1.75964 0.302829 0.302846
1.75987 0.302799 0.302816
1.7601 0.302768 0.302785
1.76034 0.302738 0.302755
1.76057 0.302708 0.302725
1.7608 0.302677 0.302695
1.76103 0.302647 0.302664
1.76126 0.302617 0.302634
1.76149 0.302586 0.302604
1.76173 0.302556 0.302573
1.76196 0.302526 0.302543
1.76219 0.302495 0.302513
1.76242 0.302465 0.302482
1.76265 0.302435 0.302452
1.76289 0.302404 0.302421
1.76312 0.302374 0.302391
1.76335 0.302343 0.302361
1.76358 0.302313 0.30233
1.76382 0.302283 0.3023
1.76405 0.302252 0.302269
1.76428 0.302222 0.302239
1.76451 0.302191 0.302208
1.76475 0.302161 0.302178
1.76498 0.30213 0.302147
1.76521 0.3021 0.302117
1.76544 0.302069 0.302086
1.76568 0.302039 0.302056
1.76591 0.302008 0.302025
1.76614 0.301978 0.301995
1.76638 0.301947 0.301964
1.76661 0.301916 0.301934
1.76684 0.301886 0.301903
1.76708 0.301855 0.301873
1.76731 0.301825 0.301842
1.76754 0.301794 0.301811
1.76778 0.301763 0.301781
1.76801 0.301733 0.30175
1.76825 0.301702 0.301719
1.76848 0.301672 0.301689
1.76871 0.301641 0.301658
1.76895 0.30161 0.301627
1.76918 0.301579 0.301597
1.76942 0.301549 0.301566
1.76965 0.301518 0.301535
1.76988 0.301487 0.301505
1.77012 0.301457 0.301474
1.77035 0.301426 0.301443
1.77059 0.301395 0.301412
1.77082 0.301364 0.301382
1.77106 0.301334 0.301351
1.77129 0.301303 0.30132
1.77152 0.301272 0.301289
1.77176 0.301241 0.301259
1.77199 0.30121 0.301228
1.77223 0.30118 0.301197
1.77246 0.301149 0.301166
1.7727 0.301118 0.301135
1.77293 0.301087 0.301104
1.77317 0.301056 0.301073
1.77341 0.301025 0.301043
1.77364 0.300994 0.301012
1.77388 0.300963 0.300981
1.77411 0.300932 0.30095
1.77435 0.300902 0.300919
1.77458 0.300871 0.300888
1.77482 0.30084 0.300857
1.77505 0.300809 0.300826
1.77529 0.300778 0.300795
1.77553 0.300747 0.300764
1.77576 0.300716 0.300733
1.776 0.300685 0.300702
1.77623 0.300654 0.300671
1.77647 0.300623 0.30064
1.77671 0.300592 0.300609
1.77694 0.300561 0.300578
1.77718 0.300529 0.300547
1.77741 0.300498 0.300516
1.77765 0.300467 0.300485
1.77789 0.300436 0.300454
1.77812 0.300405 0.300423
1.77836 0.300374 0.300391
1.7786 0.300343 0.30036
1.77883 0.300312 0.300329
1.77907 0.300281 0.300298
1.77931 0.300249 0.300267
1.77955 0.300218 0.300236
1.77978 0.300187 0.300205
1.78002 0.300156 0.300173
1.78026 0.300125 0.300142
1.78049 0.300093 0.300111
1.78073 0.300062 0.30008
1.78097 0.300031 0.300048
1.78121 0.3 0.300017
1.78144 0.299968 0.299986
1.78168 0.299937 0.299955
1.78192 0.299906 0.299923
1.78216 0.299874 0.299892
1.7824 0.299843 0.299861
1.78263 0.299812 0.299829
1.78287 0.29978 0.299798
1.78311 0.299749 0.299767
1.78335 0.299718 0.299735
1.78359 0.299686 0.299704
1.78382 0.299655 0.299673
1.78406 0.299624 0.299641
1.7843 0.299592 0.29961
1.78454 0.299561 0.299578
1.78478 0.299529 0.299547
1.78502 0.299498 0.299516
1.78526 0.299467 0.299484
1.78549 0.299435 0.299453
1.78573 0.299404 0.299421
1.78597 0.299372 0.29939
1.78621 0.299341 0.299358
1.78645 0.299309 0.299327
1.78669 0.299278 0.299295
1.78693 0.299246 0.299264
1.78717 0.299214 0.299232
1.78741 0.299183 0.299201
1.78765 0.299151 0.299169
1.78789 0.29912 0.299137
1.78813 0.299088 0.299106
1.78837 0.299057 0.299074
1.7886 0.299025 0.299043
1.78884 0.298993 0.299011
1.78908 0.298962 0.298979
1.78932 0.29893 0.298948
1.78956 0.298898 0.298916
1.7898 0.298867 0.298885
1.79004 0.298835 0.298853
1.79028 0.298803 0.298821
1.79052 0.298772 0.298789
1.79077 0.29874 0.298758
1.79101 0.298708 0.298726
1.79125 0.298677 0.298694
1.79149 0.298645 0.298663
1.79173 0.298613 0.298631
1.79197 0.298581 0.298599
1.79221 0.298549 0.298567
1.79245 0.298518 0.298535
1.79269 0.298486 0.298504
1.79293 0.298454 0.298472
1.79317 0.298422 0.29844
1.79341 0.29839 0.298408
1.79366 0.298359 0.298376
1.7939 0.298327 0.298345
1.79414 0.298295 0.298313
1.79438 0.298263 0.298281
1.79462 0.298231 0.298249
1.79486 0.298199 0.298217
1.7951 0.298167 0.298185
1.79535 0.298135 0.298153
1.79559 0.298103 0.298121
1.79583 0.298071 0.298089
1.79607 0.298039 0.298057
1.79631 0.298007 0.298025
1.79656 0.297975 0.297993
1.7968 0.297943 0.297961
1.79704 0.297911 0.297929
1.79728 0.297879 0.297897
1.79752 0.297847 0.297865
1.79777 0.297815 0.297833
1.79801 0.297783 0.297801
1.79825 0.297751 0.297769
1.79849 0.297719 0.297737
1.79874 0.297687 0.297705
1.79898 0.297655 0.297673
1.79922 0.297623 0.297641
1.79947 0.297591 0.297609
1.79971 0.297559 0.297576
1.79995 0.297526 0.297544
1.8002 0.297494 0.297512
1.80044 0.297462 0.29748
1.80068 0.29743 0.297448
1.80093 0.297398 0.297416
1.80117 0.297365 0.297383
1.80141 0.297333 0.297351
1.80166 0.297301 0.297319
1.8019 0.297269 0.297287
1.80214 0.297236 0.297254
1.80239 0.297204 0.297222
1.80263 0.297172 0.29719
1.80288 0.29714 0.297158
1.80312 0.297107 0.297125
1.80336 0.297075 0.297093
1.80361 0.297043 0.297061
1.80385 0.29701 0.297028
1.8041 0.296978 0.296996
1.80434 0.296946 0.296964
1.80459 0.296913 0.296931
1.80483 0.296881 0.296899
1.80507 0.296848 0.296867
1.80532 0.296816 0.296834
1.80556 0.296784 0.296802
1.80581 0.296751 0.296769
1.80605 0.296719 0.296737
1.8063 0.296686 0.296704
1.80654 0.296654 0.296672
1.80679 0.296621 0.296639
1.80703 0.296589 0.296607
1.80728 0.296556 0.296574
1.80753 0.296524 0.296542
1.80777 0.296491 0.296509
1.80802 0.296459 0.296477
1.80826 0.296426 0.296444
1.80851 0.296394 0.296412
1.80875 0.296361 0.296379
1.809 0.296329 0.296347
1.80925 0.296296 0.296314
1.80949 0.296263 0.296281
1.80974 0.296231 0.296249
1.80998 0.296198 0.296216
1.81023 0.296165 0.296184
1.81048 0.296133 0.296151
1.81072 0.2961 0.296118
1.81097 0.296067 0.296086
1.81122 0.296035 0.296053
1.81146 0.296002 0.29602
1.81171 0.295969 0.295987
1.81196 0.295937 0.295955
1.8122 0.295904 0.295922
1.81245 0.295871 0.295889
1.8127 0.295838 0.295856
1.81294 0.295806 0.295824
1.81319 0.295773 0.295791
1.81344 0.29574 0.295758
1.81368 0.295707 0.295725
1.81393 0.295674 0.295693
1.81418 0.295641 0.29566
1.81443 0.295609 0.295627
1.81467 0.295576 0.295594
1.81492 0.295543 0.295561
1.81517 0.29551 0.295528
1.81542 0.295477 0.295495
1.81567 0.295444 0.295462
1.81591 0.295411 0.29543
1.81616 0.295378 0.295397
1.81641 0.295345 0.295364
1.81666 0.295312 0.295331
1.81691 0.295279 0.295298
1.81715 0.295246 0.295265
1.8174 0.295213 0.295232
1.81765 0.29518 0.295199
1.8179 0.295147 0.295166
1.81815 0.295114 0.295133
1.8184 0.295081 0.2951
1.81865 0.295048 0.295067
1.8189 0.295015 0.295034
1.81914 0.294982 0.295001
1.81939 0.294949 0.294967
1.81964 0.294916 0.294934
1.81989 0.294883 0.294901
1.82014 0.29485 0.294868
1.82039 0.294817 0.294835
1.82064 0.294783 0.294802
1.82089 0.29475 0.294769
1.82114 0.294717 0.294735
1.82139 0.294684 0.294702
1.82164 0.294651 0.294669
1.82189 0.294618 0.294636
1.82214 0.294584 0.294603
1.82239 0.294551 0.294569
1.82264 0.294518 0.294536
1.82289 0.294485 0.294503
1.82314 0.294451 0.29447
1.82339 0.294418 0.294436
1.82364 0.294385 0.294403
1.82389 0.294351 0.29437
1.82414 0.294318 0.294337
1.82439 0.294285 0.294303
1.82464 0.294251 0.29427
1.82489 0.294218 0.294236
1.82514 0.294185 0.294203
1.82539 0.294151 0.29417
1.82565 0.294118 0.294136
1.8259 0.294084 0.294103
1.82615 0.294051 0.29407
1.8264 0.294018 0.294036
1.82665 0.293984 0.294003
1.8269 0.293951 0.293969
1.82715 0.293917 0.293936
1.8274 0.293884 0.293902
1.82766 0.29385 0.293869
1.82791 0.293817 0.293835
1.82816 0.293783 0.293802
1.82841 0.29375 0.293768
1.82866 0.293716 0.293735
1.82892 0.293683 0.293701
1.82917 0.293649 0.293668
1.82942 0.293615 0.293634
1.82967 0.293582 0.2936
1.82992 0.293548 0.293567
1.83018 0.293515 0.293533
1.83043 0.293481 0.2935
1.83068 0.293447 0.293466
1.83093 0.293414 0.293432
1.83119 0.29338 0.293399
1.83144 0.293346 0.293365
1.83169 0.293313 0.293331
1.83195 0.293279 0.293298
1.8322 0.293245 0.293264
1.83245 0.293212 0.29323
1.83271 0.293178 0.293196
1.83296 0.293144 0.293163
1.83321 0.29311 0.293129
1.83347 0.293077 0.293095
1.83372 0.293043 0.293061
1.83397 0.293009 0.293028
1.83423 0.292975 0.292994
1.83448 0.292941 0.29296
1.83473 0.292907 0.292926
1.83499 0.292874 0.292892
1.83524 0.29284 0.292858
1.8355 0.292806 0.292825
1.83575 0.292772 0.292791
1.83601 0.292738 0.292757
1.83626 0.292704 0.292723
1.83651 0.29267 0.292689
1.83677 0.292636 0.292655
1.83702 0.292602 0.292621
1.83728 0.292568 0.292587
1.83753 0.292534 0.292553
1.83779 0.2925 0.292519
1.83804 0.292466 0.292485
1.8383 0.292432 0.292451
1.83855 0.292398 0.292417
1.83881 0.292364 0.292383
1.83906 0.29233 0.292349
1.83932 0.292296 0.292315
1.83957 0.292262 0.292281
1.83983 0.292228 0.292247
1.84008 0.292194 0.292213
1.84034 0.29216 0.292179
1.8406 0.292126 0.292145
1.84085 0.292092 0.29211
1.84111 0.292057 0.292076
1.84136 0.292023 0.292042
1.84162 0.291989 0.292008
1.84188 0.291955 0.291974
1.84213 0.291921 0.29194
1.84239 0.291887 0.291905
1.84264 0.291852 0.291871
1.8429 0.291818 0.291837
1.84316 0.291784 0.291803
1.84341 0.29175 0.291768
1.84367 0.291715 0.291734
1.84393 0.291681 0.2917
1.84418 0.291647 0.291666
1.84444 0.291612 0.291631
1.8447 0.291578 0.291597
1.84496 0.291544 0.291563
1.84521 0.291509 0.291528
1.84547 0.291475 0.291494
1.84573 0.291441 0.29146
1.84599 0.291406 0.291425
1.84624 0.291372 0.291391
1.8465 0.291337 0.291356
1.84676 0.291303 0.291322
1.84702 0.291268 0.291287
1.84727 0.291234 0.291253
1.84753 0.2912 0.291219
1.84779 0.291165 0.291184
1.84805 0.291131 0.29115
1.84831 0.291096 0.291115
1.84856 0.291062 0.291081
1.84882 0.291027 0.291046
1.84908 0.290992 0.291011
1.84934 0.290958 0.290977
1.8496 0.290923 0.290942
1.84986 0.290889 0.290908
1.85012 0.290854 0.290873
1.85038 0.29082 0.290839
1.85063 0.290785 0.290804
1.85089 0.29075 0.290769
1.85115 0.290716 0.290735
1.85141 0.290681 0.2907
1.85167 0.290646 0.290665
1.85193 0.290612 0.290631
1.85219 0.290577 0.290596
1.85245 0.290542 0.290561
1.85271 0.290508 0.290527
1.85297 0.290473 0.290492
1.85323 0.290438 0.290457
1.85349 0.290403 0.290422
1.85375 0.290369 0.290388
1.85401 0.290334 0.290353
1.85427 0.290299 0.290318
1.85453 0.290264 0.290283
1.85479 0.290229 0.290248
1.85505 0.290194 0.290214
1.85531 0.29016 0.290179
1.85557 0.290125 0.290144
1.85583 0.29009 0.290109
1.85609 0.290055 0.290074
1.85635 0.29002 0.290039
1.85661 0.289985 0.290004
1.85688 0.28995 0.289969
1.85714 0.289915 0.289934
1.8574 0.28988 0.289899
1.85766 0.289845 0.289865
1.85792 0.28981 0.28983
1.85818 0.289775 0.289795
1.85844 0.28974 0.28976
1.8587 0.289705 0.289725
1.85897 0.28967 0.289689
1.85923 0.289635 0.289654
1.85949 0.2896 0.289619
1.85975 0.289565 0.289584
1.86001 0.28953 0.289549
1.86028 0.289495 0.289514
1.86054 0.28946 0.289479
1.8608 0.289425 0.289444
1.86106 0.28939 0.289409
1.86133 0.289354 0.289374
1.86159 0.289319 0.289338
1.86185 0.289284 0.289303
1.86211 0.289249 0.289268
1.86238 0.289214 0.289233
1.86264 0.289178 0.289198
1.8629 0.289143 0.289162
1.86317 0.289108 0.289127
1.86343 0.289073 0.289092
1.86369 0.289037 0.289057
1.86395 0.289002 0.289021
1.86422 0.288967 0.288986
1.86448 0.288932 0.288951
1.86475 0.288896 0.288916
1.86501 0.288861 0.28888
1.86527 0.288826 0.288845
1.86554 0.28879 0.28881
1.8658 0.288755 0.288774
1.86606 0.288719 0.288739
1.86633 0.288684 0.288703
1.86659 0.288649 0.288668
1.86686 0.288613 0.288633
1.86712 0.288578 0.288597
1.86739 0.288542 0.288562
1.86765 0.288507 0.288526
1.86792 0.288471 0.288491
1.86818 0.288436 0.288455
1.86844 0.2884 0.28842
1.86871 0.288365 0.288384
1.86897 0.288329 0.288349
1.86924 0.288294 0.288313
1.86951 0.288258 0.288278
1.86977 0.288223 0.288242
1.87004 0.288187 0.288206
1.8703 0.288151 0.288171
1.87057 0.288116 0.288135
1.87083 0.28808 0.2881
1.8711 0.288045 0.288064
1.87136 0.288009 0.288028
1.87163 0.287973 0.287993
1.8719 0.287938 0.287957
1.87216 0.287902 0.287921
1.87243 0.287866 0.287886
1.87269 0.28783 0.28785
1.87296 0.287795 0.287814
1.87323 0.287759 0.287778
1.87349 0.287723 0.287743
1.87376 0.287687 0.287707
1.87403 0.287652 0.287671
1.87429 0.287616 0.287635
1.87456 0.28758 0.2876
1.87483 0.287544 0.287564
1.87509 0.287508 0.287528
1.87536 0.287472 0.287492
1.87563 0.287437 0.287456
1.8759 0.287401 0.28742
1.87616 0.287365 0.287384
1.87643 0.287329 0.287348
1.8767 0.287293 0.287313
1.87697 0.287257 0.287277
1.87723 0.287221 0.287241
1.8775 0.287185 0.287205
1.87777 0.287149 0.287169
1.87804 0.287113 0.287133
1.87831 0.287077 0.287097
1.87857 0.287041 0.287061
1.87884 0.287005 0.287025
1.87911 0.286969 0.286989
1.87938 0.286933 0.286953
1.87965 0.286897 0.286917
1.87992 0.286861 0.286881
1.88019 0.286825 0.286844
1.88045 0.286789 0.286808
1.88072 0.286753 0.286772
1.88099 0.286716 0.286736
1.88126 0.28668 0.2867
1.88153 0.286644 0.286664
1.8818 0.286608 0.286628
1.88207 0.286572 0.286591
1.88234 0.286536 0.286555
1.88261 0.286499 0.286519
1.88288 0.286463 0.286483
1.88315 0.286427 0.286447
1.88342 0.286391 0.28641
1.88369 0.286354 0.286374
1.88396 0.286318 0.286338
1.88423 0.286282 0.286301
1.8845 0.286245 0.286265
1.88477 0.286209 0.286229
1.88504 0.286173 0.286193
1.88531 0.286136 0.286156
1.88558 0.2861 0.28612
1.88585 0.286064 0.286083
1.88612 0.286027 0.286047
1.88639 0.285991 0.286011
1.88666 0.285954 0.285974
1.88693 0.285918 0.285938
1.88721 0.285881 0.285901
1.88748 0.285845 0.285865
1.88775 0.285809 0.285828
1.88802 0.285772 0.285792
1.88829 0.285736 0.285755
1.88856 0.285699 0.285719
1.88883 0.285662 0.285682
1.88911 0.285626 0.285646
1.88938 0.285589 0.285609
1.88965 0.285553 0.285573
1.88992 0.285516 0.285536
1.89019 0.28548 0.2855
1.89047 0.285443 0.285463
1.89074 0.285406 0.285426
1.89101 0.28537 0.28539
1.89128 0.285333 0.285353
1.89156 0.285296 0.285316
1.89183 0.28526 0.28528
1.8921 0.285223 0.285243
1.89238 0.285186 0.285206
1.89265 0.28515 0.28517
1.89292 0.285113 0.285133
1.89319 0.285076 0.285096
1.89347 0.285039 0.285059
1.89374 0.285003 0.285023
1.89402 0.284966 0.284986
1.89429 0.284929 0.284949
1.89456 0.284892 0.284912
1.89484 0.284855 0.284875
1.89511 0.284818 0.284838
1.89538 0.284782 0.284802
1.89566 0.284745 0.284765
1.89593 0.284708 0.284728
1.89621 0.284671 0.284691
1.89648 0.284634 0.284654
1.89676 0.284597 0.284617
1.89703 0.28456 0.28458
1.8973 0.284523 0.284543
1.89758 0.284486 0.284506
1.89785 0.284449 0.284469
1.89813 0.284412 0.284432
1.8984 0.284375 0.284395
1.89868 0.284338 0.284358
1.89895 0.284301 0.284321
1.89923 0.284264 0.284284
1.89951 0.284227 0.284247
1.89978 0.28419 0.28421
1.90006 0.284153 0.284173
1.90033 0.284116 0.284136
1.90061 0.284078 0.284099
1.90088 0.284041 0.284061
1.90116 0.284004 0.284024
1.90144 0.283967 0.283987
1.90171 0.28393 0.28395
1.90199 0.283893 0.283913
1.90226 0.283855 0.283876
1.90254 0.283818 0.283838
1.90282 0.283781 0.283801
1.90309 0.283744 0.283764
1.90337 0.283706 0.283727
1.90365 0.283669 0.283689
1.90392 0.283632 0.283652
1.9042 0.283594 0.283615
1.90448 0.283557 0.283577
1.90476 0.28352 0.28354
1.90503 0.283482 0.283503
1.90531 0.283445 0.283465
1.90559 0.283408 0.283428
1.90587 0.28337 0.283391
1.90614 0.283333 0.283353
1.90642 0.283295 0.283316
1.9067 0.283258 0.283278
1.90698 0.283221 0.283241
1.90726 0.283183 0.283203
1.90753 0.283146 0.283166
1.90781 0.283108 0.283128
1.90809 0.283071 0.283091
1.90837 0.283033 0.283053
1.90865 0.282995 0.283016
1.90893 0.282958 0.282978
1.9092 0.28292 0.282941
1.90948 0.282883 0.282903
1.90976 0.282845 0.282866
1.91004 0.282808 0.282828
1.91032 0.28277 0.28279
1.9106 0.282732 0.282753
1.91088 0.282695 0.282715
1.91116 0.282657 0.282677
1.91144 0.282619 0.28264
1.91172 0.282582 0.282602
1.912 0.282544 0.282564
1.91228 0.282506 0.282527
1.91256 0.282468 0.282489
1.91284 0.282431 0.282451
1.91312 0.282393 0.282413
1.9134 0.282355 0.282375
1.91368 0.282317 0.282338
1.91396 0.282279 0.2823
1.91424 0.282242 0.282262
1.91452 0.282204 0.282224
1.9148 0.282166 0.282186
1.91508 0.282128 0.282149
1.91536 0.28209 0.282111
1.91564 0.282052 0.282073
1.91593 0.282014 0.282035
1.91621 0.281976 0.281997
1.91649 0.281938 0.281959
1.91677 0.281901 0.281921
1.91705 0.281863 0.281883
1.91733 0.281825 0.281845
1.91761 0.281787 0.281807
1.9179 0.281749 0.281769
1.91818 0.28171 0.281731
1.91846 0.281672 0.281693
1.91874 0.281634 0.281655
1.91902 0.281596 0.281617
1.91931 0.281558 0.281579
1.91959 0.28152 0.281541
1.91987 0.281482 0.281503
1.92016 0.281444 0.281464
1.92044 0.281406 0.281426
1.92072 0.281368 0.281388
1.921 0.281329 0.28135
1.92129 0.281291 0.281312
1.92157 0.281253 0.281274
1.92185 0.281215 0.281235
1.92214 0.281177 0.281197
1.92242 0.281138 0.281159
1.9227 0.2811 0.281121
1.92299 0.281062 0.281082
1.92327 0.281023 0.281044
1.92356 0.280985 0.281006
1.92384 0.280947 0.280967
1.92412 0.280908 0.280929
1.92441 0.28087 0.280891
1.92469 0.280832 0.280852
1.92498 0.280793 0.280814
1.92526 0.280755 0.280776
1.92555 0.280717 0.280737
1.92583 0.280678 0.280699
1.92611 0.28064 0.28066
1.9264 0.280601 0.280622
1.92668 0.280563 0.280583
1.92697 0.280524 0.280545
1.92726 0.280486 0.280507
1.92754 0.280447 0.280468
1.92783 0.280409 0.280429
1.92811 0.28037 0.280391
1.9284 0.280332 0.280352
1.92868 0.280293 0.280314
1.92897 0.280254 0.280275
1.92925 0.280216 0.280237
1.92954 0.280177 0.280198
1.92983 0.280139 0.280159
1.93011 0.2801 0.280121
1.9304 0.280061 0.280082
1.93069 0.280023 0.280043
1.93097 0.279984 0.280005
1.93126 0.279945 0.279966
1.93155 0.279906 0.279927
1.93183 0.279868 0.279889
1.93212 0.279829 0.27985
1.93241 0.27979 0.279811
1.93269 0.279751 0.279772
1.93298 0.279713 0.279734
1.93327 0.279674 0.279695
1.93356 0.279635 0.279656
1.93384 0.279596 0.279617
1.93413 0.279557 0.279578
1.93442 0.279518 0.279539
1.93471 0.27948 0.2795
1.935 0.279441 0.279462
1.93528 0.279402 0.279423
1.93557 0.279363 0.279384
1.93586 0.279324 0.279345
1.93615 0.279285 0.279306
1.93644 0.279246 0.279267
1.93673 0.279207 0.279228
1.93701 0.279168 0.279189
1.9373 0.279129 0.27915
1.93759 0.27909 0.279111
1.93788 0.279051 0.279072
1.93817 0.279012 0.279033
1.93846 0.278973 0.278994
1.93875 0.278934 0.278955
1.93904 0.278894 0.278915
1.93933 0.278855 0.278876
1.93962 0.278816 0.278837
1.93991 0.278777 0.278798
1.9402 0.278738 0.278759
1.94049 0.278699 0.27872
1.94078 0.278659 0.27868
1.94107 0.27862 0.278641
1.94136 0.278581 0.278602
1.94165 0.278542 0.278563
1.94194 0.278502 0.278524
1.94223 0.278463 0.278484
1.94252 0.278424 0.278445
1.94281 0.278385 0.278406
1.9431 0.278345 0.278366
1.94339 0.278306 0.278327
1.94369 0.278267 0.278288
1.94398 0.278227 0.278248
1.94427 0.278188 0.278209
1.94456 0.278148 0.27817
1.94485 0.278109 0.27813
1.94514 0.27807 0.278091
1.94544 0.27803 0.278051
1.94573 0.277991 0.278012
1.94602 0.277951 0.277972
1.94631 0.277912 0.277933
1.9466 0.277872 0.277893
1.9469 0.277833 0.277854
1.94719 0.277793 0.277814
1.94748 0.277754 0.277775
1.94777 0.277714 0.277735
1.94807 0.277674 0.277696
1.94836 0.277635 0.277656
1.94865 0.277595 0.277616
1.94895 0.277556 0.277577
1.94924 0.277516 0.277537
1.94953 0.277476 0.277497
1.94983 0.277437 0.277458
1.95012 0.277397 0.277418
1.95041 0.277357 0.277378
1.95071 0.277317 0.277339
1.951 0.277278 0.277299
1.9513 0.277238 0.277259
1.95159 0.277198 0.277219
1.95188 0.277158 0.27718
1.95218 0.277119 0.27714
1.95247 0.277079 0.2771
1.95277 0.277039 0.27706
1.95306 0.276999 0.27702
1.95336 0.276959 0.276981
1.95365 0.276919 0.276941
1.95395 0.276879 0.276901
1.95424 0.27684 0.276861
1.95454 0.2768 0.276821
1.95483 0.27676 0.276781
1.95513 0.27672 0.276741
1.95542 0.27668 0.276701
1.95572 0.27664 0.276661
1.95602 0.2766 0.276621
1.95631 0.27656 0.276581
1.95661 0.27652 0.276541
1.9569 0.27648 0.276501
1.9572 0.27644 0.276461
1.9575 0.2764 0.276421
1.95779 0.276359 0.276381
1.95809 0.276319 0.276341
1.95839 0.276279 0.276301
1.95868 0.276239 0.276261
1.95898 0.276199 0.27622
1.95928 0.276159 0.27618
1.95957 0.276119 0.27614
1.95987 0.276078 0.2761
1.96017 0.276038 0.27606
1.96047 0.275998 0.276019
1.96076 0.275958 0.275979
1.96106 0.275917 0.275939
1.96136 0.275877 0.275899
1.96166 0.275837 0.275858
1.96196 0.275796 0.275818
1.96225 0.275756 0.275778
1.96255 0.275716 0.275737
1.96285 0.275675 0.275697
1.96315 0.275635 0.275657
1.96345 0.275595 0.275616
1.96375 0.275554 0.275576
1.96405 0.275514 0.275535
1.96434 0.275473 0.275495
1.96464 0.275433 0.275455
1.96494 0.275392 0.275414
1.96524 0.275352 0.275374
1.96554 0.275311 0.275333
1.96584 0.275271 0.275293
1.96614 0.27523 0.275252
1.96644 0.27519 0.275211
1.96674 0.275149 0.275171
1.96704 0.275109 0.27513
1.96734 0.275068 0.27509
1.96764 0.275027 0.275049
1.96794 0.274987 0.275009
1.96824 0.274946 0.274968
1.96854 0.274906 0.274927
1.96884 0.274865 0.274887
1.96914 0.274824 0.274846
1.96944 0.274783 0.274805
1.96975 0.274743 0.274764
1.97005 0.274702 0.274724
1.97035 0.274661 0.274683
1.97065 0.27462 0.274642
1.97095 0.27458 0.274601
1.97125 0.274539 0.274561
1.97155 0.274498 0.27452
1.97186 0.274457 0.274479
1.97216 0.274416 0.274438
1.97246 0.274375 0.274397
1.97276 0.274335 0.274356
1.97306 0.274294 0.274315
1.97337 0.274253 0.274275
1.97367 0.274212 0.274234
1.97397 0.274171 0.274193
1.97427 0.27413 0.274152
1.97458 0.274089 0.274111
1.97488 0.274048 0.27407
1.97518 0.274007 0.274029
1.97549 0.273966 0.273988
1.97579 0.273925 0.273947
1.97609 0.273884 0.273906
1.9764 0.273843 0.273865
1.9767 0.273802 0.273823
1.977 0.27376 0.273782
1.97731 0.273719 0.273741
1.97761 0.273678 0.2737
1.97792 0.273637 0.273659
1.97822 0.273596 0.273618
1.97853 0.273555 0.273577
